,0,1,2,3,4,5,6
3878,2016.8.9 (화),넥센,kt,6:2,6,2,수원
3879,2016.8.10 (수),KIA,두산,12:4,12,4,잠실
3880,2016.8.10 (수),LG,SK,5:3,5,3,문학
3881,2016.8.10 (수),롯데,NC,5:7,5,7,마산
3882,2016.8.10 (수),삼성,한화,16:7,16,7,대전
3883,2016.8.10 (수),넥센,kt,5:1,5,1,수원
3884,2016.8.11 (목),한화,롯데,3:2,3,2,울산
3885,2016.8.11 (목),KIA,넥센,7:8,7,8,고척
3886,2016.8.11 (목),kt,SK,3:10,3,10,문학
3887,2016.8.11 (목),NC,LG,2:4,2,4,잠실
3888,2016.8.11 (목),두산,삼성,6:1,6,1,대구
3889,2016.8.12 (금),한화,롯데,3:4,3,4,울산
3890,2016.8.12 (금),KIA,넥센,8:2,8,2,고척
3891,2016.8.12 (금),kt,SK,5:9,5,9,문학
3892,2016.8.12 (금),NC,LG,5:6,5,6,잠실
3893,2016.8.12 (금),두산,삼성,8:7,8,7,대구
3894,2016.8.13 (토),한화,KIA,4:6,4,6,광주
3895,2016.8.13 (토),kt,NC,2:3,2,3,마산
3896,2016.8.13 (토),LG,삼성,5:8,5,8,대구
3897,2016.8.13 (토),롯데,SK,3:4,3,4,문학
3898,2016.8.13 (토),넥센,두산,0:8,0,8,잠실
3899,2016.8.14 (일),한화,KIA,3:2,3,2,광주
3900,2016.8.14 (일),kt,NC,6:5,6,5,마산
3901,2016.8.14 (일),LG,삼성,2:6,2,6,대구
3902,2016.8.14 (일),롯데,SK,5:6,5,6,문학
3903,2016.8.14 (일),넥센,두산,1:6,1,6,잠실
3904,2016.8.16 (화),kt,KIA,7:4,7,4,광주
3905,2016.8.16 (화),롯데,넥센,1:8,1,8,고척
3906,2016.8.16 (화),두산,한화,13:3,13,3,청주
3907,2016.8.16 (화),SK,LG,4:11,4,11,잠실
3908,2016.8.16 (화),삼성,NC,12:5,12,5,마산
3909,2016.8.16 (화),롯데,넥센,0:7,0,7,고척
3910,2016.8.16 (화),두산,한화,7:4,7,4,청주
3911,2016.8.16 (화),SK,LG,10:6,10,6,잠실
3912,2016.8.16 (화),삼성,NC,5:9,5,9,마산
3913,2016.8.18 (목),한화,LG,8:5,8,5,잠실
3914,2016.8.18 (목),KIA,롯데,3:4,3,4,사직
3915,2016.8.18 (목),NC,넥센,4:6,4,6,고척
3916,2016.8.18 (목),두산,SK,9:5,9,5,문학
3917,2016.8.18 (목),삼성,kt,13:5,13,5,수원
3918,2016.8.19 (금),한화,LG,2:3,2,3,잠실
3919,2016.8.19 (금),KIA,롯데,10:9,10,9,사직
3920,2016.8.19 (금),NC,넥센,7:0,7,0,고척
3921,2016.8.19 (금),두산,SK,8:3,8,3,문학
3922,2016.8.19 (금),삼성,kt,13:6,13,6,수원
3923,2016.8.20 (토),한화,kt,9:10,9,10,수원
3924,2016.8.20 (토),LG,KIA,2:3,2,3,광주
3925,2016.8.20 (토),NC,두산,3:13,3,13,잠실
3926,2016.8.20 (토),SK,롯데,3:2,3,2,사직
3927,2016.8.20 (토),삼성,넥센,5:6,5,6,고척
3928,2016.8.21 (일),한화,kt,12:6,12,6,수원
3929,2016.8.21 (일),LG,KIA,9:8,9,8,광주
3930,2016.8.21 (일),NC,두산,9:4,9,4,잠실
3931,2016.8.21 (일),SK,롯데,3:4,3,4,사직
3932,2016.8.21 (일),삼성,넥센,0:2,0,2,고척
3933,2016.8.23 (화),KIA,NC,1:12,1,12,마산
3934,2016.8.23 (화),kt,롯데,4:8,4,8,울산
3935,2016.8.23 (화),LG,두산,6:5,6,5,잠실
3936,2016.8.23 (화),SK,삼성,8:9,8,9,대구
3937,2016.8.24 (수),KIA,NC,6:3,6,3,마산
3938,2016.8.24 (수),kt,롯데,5:2,5,2,울산
3939,2016.8.24 (수),LG,두산,6:18,6,18,잠실
3940,2016.8.24 (수),SK,삼성,4:3,4,3,대구
3941,2016.8.24 (수),넥센,한화,12:6,12,6,대전
3942,2016.8.25 (목),LG,넥센,9:4,9,4,고척
3943,2016.8.25 (목),NC,한화,13:1,13,1,대전
3944,2016.8.25 (목),SK,kt,1:0,1,0,수원
3945,2016.8.25 (목),삼성,KIA,4:6,4,6,광주
3946,2016.8.26 (금),LG,넥센,3:2,3,2,고척
3947,2016.8.26 (금),롯데,두산,4:11,4,11,잠실
3948,2016.8.26 (금),NC,한화,4:7,4,7,대전
3949,2016.8.26 (금),SK,kt,1:5,1,5,수원
3950,2016.8.27 (토),한화,SK,12:4,12,4,문학
3951,2016.8.27 (토),kt,LG,2:4,2,4,잠실
3952,2016.8.27 (토),롯데,삼성,0:13,0,13,대구
3953,2016.8.27 (토),두산,KIA,3:5,3,5,광주
3954,2016.8.27 (토),넥센,NC,7:6,7,6,마산
3955,2016.8.28 (일),한화,SK,9:1,9,1,문학
3956,2016.8.28 (일),kt,LG,11:4,11,4,잠실
3957,2016.8.28 (일),두산,KIA,9:0,9,0,광주
3958,2016.8.30 (화),한화,두산,4:11,4,11,잠실
3959,2016.8.30 (화),LG,롯데,4:8,4,8,사직
3960,2016.8.30 (화),NC,kt,5:3,5,3,수원
3961,2016.8.30 (화),SK,KIA,9:3,9,3,광주
3962,2016.8.30 (화),넥센,삼성,1:8,1,8,대구
3963,2016.8.30 (화),LG,롯데,1:9,1,9,사직
3964,2016.8.30 (화),NC,kt,11:0,11,0,수원
3965,2016.8.30 (화),SK,KIA,5:7,5,7,광주
3966,2016.8.30 (화),넥센,삼성,15:6,15,6,대구
3967,2016.9.1 (목),KIA,삼성,16:8,16,8,대구
3968,2016.9.1 (목),kt,두산,0:1,0,1,잠실
3969,2016.9.1 (목),LG,한화,7:2,7,2,대전
3970,2016.9.1 (목),NC,롯데,4:2,4,2,사직
3971,2016.9.1 (목),SK,넥센,2:8,2,8,고척
3972,2016.9.1 (목),kt,두산,5:6,5,6,잠실
3973,2016.9.1 (목),LG,한화,6:11,6,11,대전
3974,2016.9.1 (목),SK,넥센,9:10,9,10,고척
3975,2016.9.3 (토),한화,넥센,13:11,13,11,고척
3976,2016.9.3 (토),LG,kt,3:6,3,6,수원
3977,2016.9.3 (토),롯데,KIA,2:1,2,1,광주
3978,2016.9.3 (토),SK,NC,10:7,10,7,마산
3979,2016.9.3 (토),삼성,두산,5:3,5,3,잠실
3980,2016.9.4 (일),한화,넥센,5:7,5,7,고척
3981,2016.9.4 (일),LG,kt,3:4,3,4,수원
3982,2016.9.4 (일),롯데,KIA,3:4,3,4,광주
3983,2016.9.4 (일),삼성,두산,5:7,5,7,잠실
3984,2016.9.4 (일),SK,NC,9:4,9,4,마산
3985,2016.9.6 (화),한화,NC,6:7,6,7,마산
3986,2016.9.6 (화),KIA,SK,0:2,0,2,문학
3987,2016.9.6 (화),kt,삼성,6:11,6,11,대구
3988,2016.9.6 (화),두산,롯데,7:9,7,9,사직
3989,2016.9.6 (화),넥센,LG,2:5,2,5,잠실
3990,2016.9.7 (수),한화,NC,0:1,0,1,마산
3991,2016.9.7 (수),KIA,SK,3:11,3,11,문학
3992,2016.9.7 (수),kt,삼성,13:9,13,9,대구
3993,2016.9.7 (수),두산,롯데,10:5,10,5,사직
3994,2016.9.7 (수),넥센,LG,0:11,0,11,잠실
3995,2016.9.8 (목),kt,한화,3:4,3,4,대전
3996,2016.9.8 (목),NC,KIA,4:7,4,7,광주
3997,2016.9.8 (목),두산,LG,4:2,4,2,잠실
3998,2016.9.8 (목),삼성,롯데,4:5,4,5,사직
3999,2016.9.8 (목),넥센,SK,3:12,3,12,문학
4000,2016.9.9 (금),kt,한화,1:2,1,2,대전
4001,2016.9.9 (금),NC,KIA,8:7,8,7,광주
4002,2016.9.9 (금),두산,LG,4:10,4,10,잠실
4003,2016.9.9 (금),삼성,롯데,7:5,7,5,사직
4004,2016.9.9 (금),넥센,SK,1:4,1,4,문학
4005,2016.9.10 (토),KIA,kt,6:9,6,9,수원
4006,2016.9.10 (토),롯데,LG,6:9,6,9,잠실
4007,2016.9.10 (토),NC,삼성,1:4,1,4,대구
4008,2016.9.10 (토),두산,넥센,1:9,1,9,고척
4009,2016.9.10 (토),SK,한화,0:14,0,14,대전
4010,2016.9.11 (일),롯데,LG,8:12,8,12,잠실
4011,2016.9.11 (일),NC,삼성,0:2,0,2,대구
4012,2016.9.11 (일),두산,넥센,5:2,5,2,고척
4013,2016.9.11 (일),SK,한화,6:7,6,7,대전
4014,2016.9.11 (일),KIA,kt,4:2,4,2,수원
4015,2016.9.13 (화),한화,삼성,7:6,7,6,대구
4016,2016.9.13 (화),LG,NC,4:3,4,3,마산
4017,2016.9.13 (화),롯데,kt,9:2,9,2,수원
4018,2016.9.13 (화),SK,두산,2:5,2,5,잠실
4019,2016.9.13 (화),넥센,KIA,2:3,2,3,광주
4020,2016.9.14 (수),한화,삼성,6:9,6,9,대구
4021,2016.9.14 (수),LG,NC,4:8,4,8,마산
4022,2016.9.14 (수),롯데,kt,8:7,8,7,수원
4023,2016.9.14 (수),SK,두산,0:6,0,6,잠실
4024,2016.9.14 (수),넥센,KIA,7:3,7,3,광주
4025,2016.9.15 (목),KIA,LG,3:5,3,5,잠실
4026,2016.9.15 (목),kt,넥센,6:10,6,10,고척
4027,2016.9.15 (목),롯데,한화,6:7,6,7,대전
4028,2016.9.15 (목),두산,NC,4:3,4,3,마산
4029,2016.9.15 (목),삼성,SK,9:5,9,5,문학
4030,2016.9.16 (금),KIA,LG,1:3,1,3,잠실
4031,2016.9.16 (금),kt,넥센,0:5,0,5,고척
4032,2016.9.16 (금),롯데,한화,8:6,8,6,대전
4033,2016.9.16 (금),두산,NC,5:3,5,3,마산
4034,2016.9.16 (금),삼성,SK,13:10,13,10,문학
4035,2016.9.16 (금),NC,SK,4:3,4,3,문학
4036,2016.9.16 (금),두산,kt,11:4,11,4,수원
4037,2016.9.16 (금),삼성,LG,2:3,2,3,잠실
4038,2016.9.18 (일),KIA,한화,3:1,3,1,대전
4039,2016.9.18 (일),NC,SK,13:7,13,7,문학
4040,2016.9.18 (일),두산,kt,11:1,11,1,수원
4041,2016.9.18 (일),삼성,LG,0:5,0,5,잠실
4042,2016.9.18 (일),넥센,롯데,6:13,6,13,사직
4043,2016.9.19 (월),KIA,한화,4:2,4,2,대전
4044,2016.9.19 (월),넥센,롯데,11:1,11,1,사직
4045,2016.9.20 (화),LG,한화,11:3,11,3,대전
4046,2016.9.20 (화),NC,kt,2:6,2,6,수원
4047,2016.9.20 (화),삼성,두산,4:6,4,6,잠실
4048,2016.9.20 (화),넥센,KIA,3:4,3,4,광주
4049,2016.9.21 (수),롯데,삼성,10:9,10,9,대구
4050,2016.9.21 (수),NC,LG,1:1,1,1,잠실
4051,2016.9.21 (수),넥센,KIA,2:5,2,5,광주
4052,2016.9.22 (목),kt,두산,2:9,2,9,잠실
4053,2016.9.22 (목),NC,한화,7:2,7,2,대전
4054,2016.9.23 (금),KIA,NC,7:11,7,11,마산
4055,2016.9.23 (금),두산,삼성,3:4,3,4,대구
4056,2016.9.23 (금),SK,kt,1:2,1,2,수원
4057,2016.9.24 (토),한화,LG,12:7,12,7,잠실
4058,2016.9.24 (토),롯데,NC,1:3,1,3,마산
4059,2016.9.24 (토),넥센,삼성,9:13,9,13,대구
4060,2016.9.25 (일),한화,SK,4:9,4,9,문학
4061,2016.9.25 (일),KIA,kt,7:8,7,8,수원
4062,2016.9.25 (일),롯데,NC,0:1,0,1,마산
4063,2016.9.25 (일),넥센,삼성,5:7,5,7,대구
4064,2016.9.27 (화),kt,롯데,7:9,7,9,사직
4065,2016.9.27 (화),LG,KIA,6:1,6,1,광주
4066,2016.9.27 (화),두산,한화,8:9,8,9,대전
4067,2016.9.27 (화),삼성,NC,5:3,5,3,마산
4068,2016.9.27 (화),두산,한화,12:3,12,3,대전
4069,2016.9.29 (목),삼성,NC,5:10,5,10,마산
4070,2016.9.29 (목),kt,롯데,7:9,7,9,사직
4071,2016.9.29 (목),삼성,NC,4:5,4,5,마산
4072,2016.9.29 (목),넥센,두산,9:1,9,1,잠실
4073,2016.9.30 (금),한화,NC,7:1,7,1,마산
4074,2016.9.30 (금),kt,롯데,4:5,4,5,사직
4075,2016.9.30 (금),SK,LG,5:3,5,3,잠실
4076,2016.9.30 (금),NC,롯데,8:0,8,0,사직
4077,2016.9.30 (금),SK,LG,5:0,5,0,잠실
4078,2016.10.2 (일),kt,KIA,1:3,1,3,광주
4079,2016.10.2 (일),NC,롯데,11:6,11,6,사직
4080,2016.10.2 (일),넥센,한화,4:1,4,1,대전
4081,2016.10.3 (월),한화,두산,13:5,13,5,잠실
4082,2016.10.3 (월),kt,KIA,6:9,6,9,광주
4083,2016.10.3 (월),LG,삼성,10:3,10,3,대구
4084,2016.10.4 (화),LG,삼성,4:5,4,5,대구
4085,2016.10.4 (화),롯데,두산,5:6,5,6,잠실
4086,2016.10.4 (화),넥센,NC,3:1,3,1,마산
4087,2016.10.5 (수),한화,kt,7:2,7,2,수원
4088,2016.10.5 (수),KIA,삼성,4:2,4,2,대구
4089,2016.10.5 (수),넥센,NC,4:8,4,8,마산
4090,2016.10.6 (목),LG,롯데,4:1,4,1,사직
4091,2016.10.6 (목),SK,NC,2:4,2,4,마산
4092,2016.10.6 (목),삼성,KIA,4:3,4,3,광주
4093,2016.10.7 (금),kt,NC,6:2,6,2,마산
4094,2016.10.7 (금),넥센,롯데,4:5,4,5,사직
4095,2016.10.8 (토),KIA,한화,5:6,5,6,대전
4096,2016.10.8 (토),두산,LG,11:1,11,1,잠실
4097,2016.10.8 (토),삼성,SK,6:7,6,7,문학
4098,2016.10.9 (일),kt,NC,7:4,7,4,마산
4099,2016.10.9 (일),넥센,롯데,5:8,5,8,사직
4100,2016.10.10 (월),KIA,LG,4:2,4,2,잠실
4101,2016.10.11 (화),KIA,LG,0:1,0,1,잠실
4102,2016.10.13 (목),LG,넥센,7:0,7,0,고척
4103,2016.10.14 (금),LG,넥센,1:5,1,5,고척
4104,2016.10.16 (일),넥센,LG,1:4,1,4,잠실
4105,2016.10.17 (월),넥센,LG,4:5,4,5,잠실
4106,2016.10.21 (금),LG,NC,2:3,2,3,마산
4107,2016.10.22 (토),LG,NC,0:2,0,2,마산
4108,2016.10.24 (월),NC,LG,1:2,1,2,잠실
4109,2016.10.25 (화),NC,LG,8:3,8,3,잠실
4110,2016.10.29 (토),NC,두산,0:1,0,1,잠실
4111,2016.10.30 (일),NC,두산,1:5,1,5,잠실
4112,2016.11.1 (화),두산,NC,6:0,6,0,마산
4113,2016.11.2 (수),두산,NC,8:1,8,1,마산
4114,2017.3.14 (화),kt,삼성,9:1,9,1,대구
4115,2017.3.14 (화),LG,한화,9:9,9,9,대전
4116,2017.3.14 (화),두산,KIA,4:7,4,7,광주
4117,2017.3.14 (화),SK,롯데,3:2,3,2,사직
4118,2017.3.14 (화),넥센,NC,2:2,2,2,마산
4119,2017.3.15 (수),kt,삼성,6:2,6,2,대구
4120,2017.3.15 (수),LG,한화,12:5,12,5,대전
4121,2017.3.15 (수),두산,KIA,4:2,4,2,광주
4122,2017.3.15 (수),SK,롯데,2:7,2,7,사직
4123,2017.3.15 (수),넥센,NC,1:1,1,1,마산
4124,2017.3.16 (목),kt,KIA,8:5,8,5,광주
4125,2017.3.16 (목),LG,삼성,3:3,3,3,대구
4126,2017.3.16 (목),두산,롯데,5:5,5,5,사직
4127,2017.3.16 (목),SK,NC,2:7,2,7,마산
4128,2017.3.16 (목),넥센,한화,1:12,1,12,대전
4129,2017.3.17 (금),kt,KIA,12:6,12,6,광주
4130,2017.3.17 (금),LG,삼성,8:0,8,0,대구
4131,2017.3.17 (금),두산,롯데,4:6,4,6,사직
4132,2017.3.17 (금),SK,NC,5:5,5,5,마산
4133,2017.3.17 (금),넥센,한화,7:8,7,8,대전
4134,2017.3.18 (토),kt,한화,0:0,0,0,대전
4135,2017.3.18 (토),LG,롯데,2:11,2,11,사직
4136,2017.3.18 (토),두산,넥센,11:5,11,5,고척
4137,2017.3.18 (토),SK,KIA,0:4,0,4,광주
4138,2017.3.18 (토),삼성,NC,2:3,2,3,마산
4139,2017.3.19 (일),kt,한화,9:1,9,1,대전
4140,2017.3.19 (일),LG,롯데,2:3,2,3,사직
4141,2017.3.19 (일),두산,넥센,3:5,3,5,고척
4142,2017.3.19 (일),SK,KIA,7:4,7,4,광주
4143,2017.3.19 (일),삼성,NC,5:0,5,0,마산
4144,2017.3.21 (화),한화,NC,9:10,9,10,마산
4145,2017.3.21 (화),롯데,넥센,6:7,6,7,고척
4146,2017.3.21 (화),두산,SK,6:4,6,4,문학
4147,2017.3.21 (화),삼성,KIA,1:5,1,5,광주
4148,2017.3.21 (화),kt,LG,3:1,3,1,잠실
4149,2017.3.22 (수),한화,NC,7:4,7,4,마산
4150,2017.3.22 (수),롯데,넥센,8:8,8,8,고척
4151,2017.3.22 (수),두산,SK,7:7,7,7,문학
4152,2017.3.22 (수),삼성,KIA,3:4,3,4,광주
4153,2017.3.22 (수),kt,LG,5:7,5,7,잠실
4154,2017.3.23 (목),KIA,한화,3:6,3,6,대전
4155,2017.3.23 (목),kt,넥센,9:15,9,15,고척
4156,2017.3.23 (목),LG,SK,2:3,2,3,문학
4157,2017.3.23 (목),NC,롯데,9:2,9,2,사직
4158,2017.3.23 (목),삼성,두산,2:9,2,9,잠실
4159,2017.3.24 (금),KIA,한화,2:3,2,3,대전
4160,2017.3.24 (금),kt,넥센,2:4,2,4,고척
4161,2017.3.24 (금),LG,SK,10:6,10,6,문학
4162,2017.3.24 (금),NC,롯데,3:0,3,0,사직
4163,2017.3.24 (금),삼성,두산,2:5,2,5,잠실
4164,2017.3.25 (토),한화,SK,3:4,3,4,문학
4165,2017.3.25 (토),kt,롯데,6:3,6,3,사직
4166,2017.3.25 (토),LG,두산,1:2,1,2,잠실
4167,2017.3.25 (토),삼성,넥센,7:6,7,6,고척
4168,2017.3.26 (일),한화,SK,5:4,5,4,문학
4169,2017.3.26 (일),NC,KIA,4:5,4,5,광주
4170,2017.3.26 (일),두산,LG,4:5,4,5,잠실
4171,2017.3.26 (일),삼성,넥센,6:8,6,8,고척
4172,2017.3.31 (금),한화,두산,0:3,0,3,잠실
4173,2017.3.31 (금),KIA,삼성,7:2,7,2,대구
4174,2017.3.31 (금),kt,SK,3:2,3,2,문학
4175,2017.3.31 (금),LG,넥센,2:1,2,1,고척
4176,2017.3.31 (금),롯데,NC,5:6,5,6,마산
4177,2017.4.1 (토),한화,두산,6:5,6,5,잠실
4178,2017.4.1 (토),KIA,삼성,9:7,9,7,대구
4179,2017.4.1 (토),LG,넥센,8:3,8,3,고척
4180,2017.4.1 (토),kt,SK,2:0,2,0,문학
4181,2017.4.1 (토),롯데,NC,3:0,3,0,마산
4182,2017.4.2 (일),한화,두산,4:5,4,5,잠실
4183,2017.4.2 (일),KIA,삼성,3:16,3,16,대구
4184,2017.4.2 (일),kt,SK,8:1,8,1,문학
4185,2017.4.2 (일),LG,넥센,9:2,9,2,고척
4186,2017.4.2 (일),롯데,NC,12:4,12,4,마산
4187,2017.4.4 (화),NC,한화,0:6,0,6,대전
4188,2017.4.4 (화),SK,KIA,1:6,1,6,광주
4189,2017.4.4 (화),삼성,LG,0:11,0,11,잠실
4190,2017.4.4 (화),넥센,롯데,2:5,2,5,사직
4191,2017.4.4 (화),두산,kt,2:0,2,0,수원
4192,2017.4.6 (목),NC,한화,5:2,5,2,대전
4193,2017.4.6 (목),두산,kt,1:5,1,5,수원
4194,2017.4.6 (목),SK,KIA,4:6,4,6,광주
4195,2017.4.6 (목),삼성,LG,0:4,0,4,잠실
4196,2017.4.6 (목),넥센,롯데,3:12,3,12,사직
4197,2017.4.7 (금),한화,KIA,2:4,2,4,광주
4198,2017.4.7 (금),LG,롯데,6:4,6,4,사직
4199,2017.4.7 (금),NC,SK,5:3,5,3,문학
4200,2017.4.7 (금),삼성,kt,2:3,2,3,수원
4201,2017.4.7 (금),넥센,두산,7:3,7,3,잠실
4202,2017.4.8 (토),한화,KIA,4:3,4,3,광주
4203,2017.4.8 (토),LG,롯데,6:8,6,8,사직
4204,2017.4.8 (토),NC,SK,2:9,2,9,문학
4205,2017.4.8 (토),삼성,kt,0:1,0,1,수원
4206,2017.4.8 (토),넥센,두산,13:10,13,10,잠실
4207,2017.4.9 (일),한화,KIA,2:3,2,3,광주
4208,2017.4.9 (일),LG,롯데,1:7,1,7,사직
4209,2017.4.9 (일),NC,SK,5:8,5,8,문학
4210,2017.4.9 (일),삼성,kt,0:3,0,3,수원
4211,2017.4.9 (일),넥센,두산,13:2,13,2,잠실
4212,2017.4.11 (화),한화,삼성,11:8,11,8,대구
4213,2017.4.11 (화),KIA,두산,4:16,4,16,잠실
4214,2017.4.11 (화),kt,넥센,2:12,2,12,고척
4215,2017.4.11 (화),LG,NC,3:4,3,4,마산
4216,2017.4.11 (화),롯데,SK,6:4,6,4,문학
4217,2017.4.12 (수),한화,삼성,5:3,5,3,대구
4218,2017.4.12 (수),KIA,두산,8:4,8,4,잠실
4219,2017.4.12 (수),kt,넥센,3:5,3,5,고척
4220,2017.4.12 (수),LG,NC,0:5,0,5,마산
4221,2017.4.12 (수),롯데,SK,1:2,1,2,문학
4222,2017.4.13 (목),한화,삼성,1:5,1,5,대구
4223,2017.4.13 (목),KIA,두산,4:3,4,3,잠실
4224,2017.4.13 (목),kt,넥센,7:6,7,6,고척
4225,2017.4.13 (목),LG,NC,1:3,1,3,마산
4226,2017.4.13 (목),롯데,SK,10:11,10,11,문학
4227,2017.4.14 (금),kt,LG,2:5,2,5,잠실
4228,2017.4.14 (금),두산,NC,10:6,10,6,마산
4229,2017.4.14 (금),SK,한화,6:2,6,2,대전
4230,2017.4.14 (금),삼성,롯데,6:9,6,9,사직
4231,2017.4.14 (금),넥센,KIA,2:3,2,3,광주
4232,2017.4.15 (토),kt,LG,1:0,1,0,잠실
4233,2017.4.15 (토),두산,NC,11:2,11,2,마산
4234,2017.4.15 (토),SK,한화,12:4,12,4,대전
4235,2017.4.15 (토),삼성,롯데,4:6,4,6,사직
4236,2017.4.15 (토),넥센,KIA,2:5,2,5,광주
4237,2017.4.16 (일),kt,LG,5:12,5,12,잠실
4238,2017.4.16 (일),두산,NC,0:4,0,4,마산
4239,2017.4.16 (일),SK,한화,10:1,10,1,대전
4240,2017.4.16 (일),삼성,롯데,3:0,3,0,사직
4241,2017.4.16 (일),넥센,KIA,6:7,6,7,광주
4242,2017.4.18 (화),KIA,kt,5:0,5,0,수원
4243,2017.4.18 (화),LG,한화,2:3,2,3,대전
4244,2017.4.18 (화),NC,롯데,8:3,8,3,사직
4245,2017.4.18 (화),삼성,두산,3:3,3,3,잠실
4246,2017.4.18 (화),넥센,SK,4:7,4,7,문학
4247,2017.4.19 (수),KIA,kt,1:3,1,3,수원
4248,2017.4.19 (수),LG,한화,0:3,0,3,대전
4249,2017.4.19 (수),NC,롯데,8:2,8,2,사직
4250,2017.4.19 (수),삼성,두산,1:2,1,2,잠실
4251,2017.4.19 (수),넥센,SK,3:5,3,5,문학
4252,2017.4.20 (목),KIA,kt,9:2,9,2,수원
4253,2017.4.20 (목),LG,한화,4:3,4,3,대전
4254,2017.4.20 (목),NC,롯데,5:4,5,4,사직
4255,2017.4.20 (목),삼성,두산,2:4,2,4,잠실
4256,2017.4.20 (목),넥센,SK,5:3,5,3,문학
4257,2017.4.21 (금),한화,kt,7:2,7,2,수원
4258,2017.4.21 (금),KIA,LG,2:6,2,6,잠실
4259,2017.4.21 (금),롯데,넥센,1:4,1,4,고척
4260,2017.4.21 (금),NC,삼성,4:4,4,4,대구
4261,2017.4.21 (금),두산,SK,4:9,4,9,문학
4262,2017.4.22 (토),한화,kt,9:11,9,11,수원
4263,2017.4.22 (토),KIA,LG,5:4,5,4,잠실
4264,2017.4.22 (토),롯데,넥센,3:2,3,2,고척
4265,2017.4.22 (토),NC,삼성,14:6,14,6,대구
4266,2017.4.22 (토),두산,SK,4:8,4,8,문학
4267,2017.4.23 (일),한화,kt,14:1,14,1,수원
4268,2017.4.23 (일),KIA,LG,1:7,1,7,잠실
4269,2017.4.23 (일),롯데,넥센,5:6,5,6,고척
4270,2017.4.23 (일),NC,삼성,6:3,6,3,대구
4271,2017.4.23 (일),두산,SK,8:4,8,4,문학
4272,2017.4.25 (화),한화,롯데,2:4,2,4,사직
4273,2017.4.25 (화),kt,NC,1:2,1,2,마산
4274,2017.4.25 (화),두산,넥센,9:13,9,13,고척
4275,2017.4.25 (화),SK,LG,8:3,8,3,잠실
4276,2017.4.25 (화),삼성,KIA,3:11,3,11,광주
4277,2017.4.26 (수),한화,롯데,2:8,2,8,사직
4278,2017.4.26 (수),kt,NC,4:11,4,11,마산
4279,2017.4.26 (수),두산,넥센,4:3,4,3,고척
4280,2017.4.26 (수),SK,LG,0:9,0,9,잠실
4281,2017.4.26 (수),삼성,KIA,0:7,0,7,광주
4282,2017.4.27 (목),한화,롯데,6:1,6,1,사직
4283,2017.4.27 (목),kt,NC,0:3,0,3,마산
4284,2017.4.27 (목),두산,넥센,3:7,3,7,고척
4285,2017.4.27 (목),SK,LG,2:4,2,4,잠실
4286,2017.4.27 (목),삼성,KIA,9:16,9,16,광주
4287,2017.4.28 (금),LG,kt,2:1,2,1,수원
4288,2017.4.28 (금),롯데,두산,0:2,0,2,잠실
4289,2017.4.28 (금),NC,KIA,3:9,3,9,광주
4290,2017.4.28 (금),SK,삼성,7:5,7,5,대구
4291,2017.4.28 (금),넥센,한화,13:2,13,2,대전
4292,2017.4.29 (토),LG,kt,0:6,0,6,수원
4293,2017.4.29 (토),롯데,두산,3:5,3,5,잠실
4294,2017.4.29 (토),NC,KIA,8:6,8,6,광주
4295,2017.4.29 (토),SK,삼성,5:12,5,12,대구
4296,2017.4.29 (토),넥센,한화,7:3,7,3,대전
4297,2017.4.30 (일),LG,kt,7:5,7,5,수원
4298,2017.4.30 (일),롯데,두산,6:0,6,0,잠실
4299,2017.4.30 (일),NC,KIA,12:1,12,1,광주
4300,2017.4.30 (일),SK,삼성,13:2,13,2,대구
4301,2017.4.30 (일),넥센,한화,5:4,5,4,대전
4302,2017.5.2 (화),한화,SK,6:5,6,5,문학
4303,2017.5.2 (화),KIA,넥센,9:3,9,3,고척
4304,2017.5.2 (화),롯데,kt,9:0,9,0,수원
4305,2017.5.2 (화),NC,LG,2:1,2,1,잠실
4306,2017.5.2 (화),두산,삼성,5:6,5,6,대구
4307,2017.5.3 (수),한화,SK,9:8,9,8,문학
4308,2017.5.3 (수),KIA,넥센,2:1,2,1,고척
4309,2017.5.3 (수),롯데,kt,2:8,2,8,수원
4310,2017.5.3 (수),NC,LG,0:13,0,13,잠실
4311,2017.5.3 (수),두산,삼성,10:4,10,4,대구
4312,2017.5.4 (목),한화,SK,2:6,2,6,문학
4313,2017.5.4 (목),KIA,넥센,1:9,1,9,고척
4314,2017.5.4 (목),롯데,kt,3:2,3,2,수원
4315,2017.5.4 (목),NC,LG,3:4,3,4,잠실
4316,2017.5.4 (목),두산,삼성,17:2,17,2,대구
4317,2017.5.5 (금),KIA,롯데,5:3,5,3,사직
4318,2017.5.5 (금),kt,한화,1:13,1,13,대전
4319,2017.5.5 (금),LG,두산,3:1,3,1,잠실
4320,2017.5.5 (금),SK,넥센,3:5,3,5,고척
4321,2017.5.5 (금),삼성,NC,2:7,2,7,마산
4322,2017.5.6 (토),KIA,롯데,3:0,3,0,사직
4323,2017.5.6 (토),kt,한화,3:5,3,5,대전
4324,2017.5.6 (토),LG,두산,7:5,7,5,잠실
4325,2017.5.6 (토),SK,넥센,13:5,13,5,고척
4326,2017.5.6 (토),삼성,NC,12:1,12,1,마산
4327,2017.5.7 (일),KIA,롯데,5:3,5,3,사직
4328,2017.5.7 (일),kt,한화,10:0,10,0,대전
